ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-15,1441.2609170114106,-2831.525221828917,2318.230268961678,1441.2609170114106,1441.2609170114106,-1752.0586739127266,-1752.0586739127266,-1752.0586739127266,-870.5608899138863,-870.5608899138863,-870.5608899138863,-881.4977839988405,-881.4977839988405,-881.4977839988405,0.0,0.0,0.0,-310.797756901316
2014-01-16,1441.4525589729308,-1972.5579583356514,3254.96162789457,1441.4525589729308,1441.4525589729308,-751.900870663572,-751.900870663572,-751.900870663572,106.95281404385464,106.95281404385464,106.95281404385464,-858.8536847074269,-858.8536847074269,-858.8536847074269,0.0,0.0,0.0,689.5516883093587
2014-01-18,1441.8358428959712,-2132.1634681854343,3270.4068561101267,1441.8358428959712,1441.8358428959712,-791.0009341533876,-791.0009341533876,-791.0009341533876,-1.7814044897773333,-1.7814044897773333,-1.7814044897773333,-789.2195296636103,-789.2195296636103,-789.2195296636103,0.0,0.0,0.0,650.8349087425836
2014-01-19,1442.0274848574913,-1806.0010004670949,3595.0738537057027,1442.0274848574913,1442.0274848574913,-599.5227841726738,-599.5227841726738,-599.5227841726738,145.78373138503613,145.78373138503613,145.78373138503613,-745.30651555771,-745.30651555771,-745.30651555771,0.0,0.0,0.0,842.5047006848175
2014-01-20,1442.2191268190115,-1406.8286347891928,3847.84839294277,1442.2191268190115,1442.2191268190115,-296.4647519374807,-296.4647519374807,-296.4647519374807,401.1083336382504,401.1083336382504,401.1083336382504,-697.573085575731,-697.573085575731,-697.573085575731,0.0,0.0,0.0,1145.7543748815308
2014-01-21,1442.4107687805317,-1755.003445676039,3413.9311227267026,1442.4107687805317,1442.4107687805317,-746.5118983734942,-746.5118983734942,-746.5118983734942,-98.72540762529871,-98.72540762529871,-98.72540762529871,-647.7864907481955,-647.7864907481955,-647.7864907481955,0.0,0.0,0.0,695.8988704070375
2014-01-23,1442.794052703572,-1473.4947568381879,3497.4347919941915,1442.794052703572,1442.794052703572,-442.2161657041797,-442.2161657041797,-442.2161657041797,106.9528140448295,106.9528140448295,106.9528140448295,-549.1689797490092,-549.1689797490092,-549.1689797490092,0.0,0.0,0.0,1000.5778869993924
2014-01-26,1443.3689785881327,-1527.980385187884,3800.981135063256,1443.3689785881327,1443.3689785881327,-283.019725251633,-283.019725251633,-283.019725251633,145.7837313835938,145.7837313835938,145.7837313835938,-428.8034566352268,-428.8034566352268,-428.8034566352268,0.0,0.0,0.0,1160.3492533364997
2014-01-27,1443.5606205496529,-986.4386181178741,4265.8894970402835,1443.5606205496529,1443.5606205496529,-0.7910749122483707,-0.7910749122483707,-0.7910749122483707,401.108333637212,401.108333637212,401.108333637212,-401.8994085494605,-401.8994085494605,-401.8994085494605,0.0,0.0,0.0,1442.7695456374045
2014-01-28,1443.7522625111733,-1676.0360821505146,3652.1889516347746,1443.7522625111733,1443.7522625111733,-482.2592328053492,-482.2592328053492,-482.2592328053492,-98.72540762349131,-98.72540762349131,-98.72540762349131,-383.533825181858,-383.533825181858,-383.533825181858,0.0,0.0,0.0,961.493029705824
2014-01-30,1444.1355464342137,-1456.2111500581525,3834.864067384823,1444.1355464342137,1444.1355464342137,-268.5040059530527,-268.5040059530527,-268.5040059530527,106.95281404540803,106.95281404540803,106.95281404540803,-375.4568199984608,-375.4568199984608,-375.4568199984608,0.0,0.0,0.0,1175.631540481161
2014-01-31,1444.3271883957339,-1075.7059250397617,4070.806826139882,1444.3271883957339,1444.3271883957339,-69.39543877712248,-69.39543877712248,-69.39543877712248,317.22282296042044,317.22282296042044,317.22282296042044,-386.6182617375429,-386.6182617375429,-386.6182617375429,0.0,0.0,0.0,1374.9317496186113
2014-02-01,1444.518830357254,-1665.9496121010643,3623.196369548423,1444.518830357254,1444.518830357254,-409.82431901628433,-409.82431901628433,-409.82431901628433,-1.7814044890837315,-1.7814044890837315,-1.7814044890837315,-408.04291452720054,-408.04291452720054,-408.04291452720054,0.0,0.0,0.0,1034.6945113409697
2014-02-02,1444.7104723187742,-1592.0330272152053,3917.507944562955,1444.7104723187742,1444.7104723187742,-293.7009244009788,-293.7009244009788,-293.7009244009788,145.7837313832742,145.7837313832742,145.7837313832742,-439.48465578425305,-439.48465578425305,-439.48465578425305,0.0,0.0,0.0,1151.0095479177953
2014-02-03,1444.9021142802944,-1397.8008305677552,3994.925981156898,1444.9021142802944,1444.9021142802944,-79.3195841352403,-79.3195841352403,-79.3195841352403,401.1083336377044,401.1083336377044,401.1083336377044,-480.4279177729447,-480.4279177729447,-480.4279177729447,0.0,0.0,0.0,1365.582530145054
2014-02-04,1445.0937562418146,-1758.1811465914568,3403.830720597522,1445.0937562418146,1445.0937562418146,-628.8250046680928,-628.8250046680928,-628.8250046680928,-98.7254076241162,-98.7254076241162,-98.7254076241162,-530.0995970439765,-530.0995970439765,-530.0995970439765,0.0,0.0,0.0,816.2687515737218
2014-02-06,1445.477040164855,-1845.7252911472463,3501.0300358877043,1445.477040164855,1445.477040164855,-544.4085988059502,-544.4085988059502,-544.4085988059502,106.95281404454133,106.95281404454133,106.95281404454133,-651.3614128504915,-651.3614128504915,-651.3614128504915,0.0,0.0,0.0,901.0684413589048
2014-02-07,1445.6686821263752,-1579.0827834411255,3591.2674722867096,1445.6686821263752,1445.6686821263752,-403.0838428163084,-403.0838428163084,-403.0838428163084,317.22282296118306,317.22282296118306,317.22282296118306,-720.3066657774914,-720.3066657774914,-720.3066657774914,0.0,0.0,0.0,1042.5848393100669
2014-02-08,1445.8603240878954,-1924.3594529715497,3422.4865535480153,1445.8603240878954,1445.8603240878954,-794.5335201712962,-794.5335201712962,-794.5335201712962,-1.7814044895428298,-1.7814044895428298,-1.7814044895428298,-792.7521156817534,-792.7521156817534,-792.7521156817534,0.0,0.0,0.0,651.3268039165991
2014-02-11,1446.435249972456,-2422.7190460691195,2917.7781134920715,1446.435249972456,1446.435249972456,-1112.5763214441565,-1112.5763214441565,-1112.5763214441565,-98.72540762318357,-98.72540762318357,-98.72540762318357,-1013.8509138209732,-1013.8509138209732,-1013.8509138209732,0.0,0.0,0.0,333.85892852829943
2014-02-12,1446.6268919339761,-3200.5289136062347,2305.6082915738425,1446.6268919339761,1446.6268919339761,-1953.390484264902,-1953.390484264902,-1953.390484264902,-870.5608899137148,-870.5608899137148,-870.5608899137148,-1082.8295943511869,-1082.8295943511869,-1082.8295943511869,0.0,0.0,0.0,-506.7635923309258
2014-02-14,1447.0101758570165,-2059.5246312911772,3243.632518331218,1447.0101758570165,1447.0101758570165,-885.9440807356544,-885.9440807356544,-885.9440807356544,317.222822960863,317.222822960863,317.222822960863,-1203.1669036965177,-1203.1669036965177,-1203.1669036965177,0.0,0.0,0.0,561.0660951213621
2014-02-15,1447.201817818537,-2503.6724412596623,2801.9433718633,1447.201817818537,1447.201817818537,-1253.0936449678907,-1253.0936449678907,-1253.0936449678907,-1.7814044900018546,-1.7814044900018546,-1.7814044900018546,-1251.3122404778887,-1251.3122404778887,-1251.3122404778887,0.0,0.0,0.0,194.10817285064627
2014-02-16,1447.393459780057,-2357.013476884314,3131.746709281588,1447.393459780057,1447.393459780057,-1143.759357413842,-1143.759357413842,-1143.759357413842,145.78373138339555,145.78373138339555,145.78373138339555,-1289.5430887972377,-1289.5430887972377,-1289.5430887972377,0.0,0.0,0.0,303.63410236621485
2014-02-17,1447.5851017415773,-2299.463177211139,3351.837862121806,1447.5851017415773,1447.5851017415773,-915.5587599819992,-915.5587599819992,-915.5587599819992,401.10833363819575,401.10833363819575,401.10833363819575,-1316.667093620195,-1316.667093620195,-1316.667093620195,0.0,0.0,0.0,532.0263417595781
2014-02-18,1447.7767437030975,-2649.3425777442235,2705.7797510424302,1447.7767437030975,1447.7767437030975,-1430.4363189904798,-1430.4363189904798,-1430.4363189904798,-98.72540762380842,-98.72540762380842,-98.72540762380842,-1331.710911366671,-1331.710911366671,-1331.710911366671,0.0,0.0,0.0,17.340424712617732
2014-02-20,1448.160027626138,-2440.6492998351155,2766.9437820152157,1448.160027626138,1448.160027626138,-1215.933868466763,-1215.933868466763,-1215.933868466763,106.95281404569843,106.95281404569843,106.95281404569843,-1322.8866825124614,-1322.8866825124614,-1322.8866825124614,0.0,0.0,0.0,232.2261591593749
2014-02-21,1448.351669587658,-2289.5036945458874,3065.287682280701,1448.351669587658,1448.351669587658,-981.114852509803,-981.114852509803,-981.114852509803,317.2228229620169,317.2228229620169,317.2228229620169,-1298.3376754718197,-1298.3376754718197,-1298.3376754718197,0.0,0.0,0.0,467.2368170778551
2014-02-22,1448.5433119128409,-2391.2382903186635,2791.4049705675097,1448.5433119128409,1448.5433119128409,-1262.1430614614949,-1262.1430614614949,-1262.1430614614949,-1.7814044888492269,-1.7814044888492269,-1.7814044888492269,-1260.3616569726457,-1260.3616569726457,-1260.3616569726457,0.0,0.0,0.0,186.40025045134598
2014-02-23,1448.7349542380239,-2013.3881189655588,2986.7880257719157,1448.7349542380239,1448.7349542380239,-1063.5123134138094,-1063.5123134138094,-1063.5123134138094,145.78373138401767,145.78373138401767,145.78373138401767,-1209.296044797827,-1209.296044797827,-1209.296044797827,0.0,0.0,0.0,385.2226408242145
2014-02-24,1448.9265965632067,-1887.9178809410494,3359.443515736353,1448.9265965632067,1448.9265965632067,-744.6332083360237,-744.6332083360237,-744.6332083360237,401.10833363868807,401.10833363868807,401.10833363868807,-1145.7415419747117,-1145.7415419747117,-1145.7415419747117,0.0,0.0,0.0,704.293388227183
2014-02-27,1449.5015235387552,-1811.231597374744,3089.811274261588,1449.5015235387552,1449.5015235387552,-782.8246193756785,-782.8246193756785,-782.8246193756785,106.95281404483173,106.95281404483173,106.95281404483173,-889.7774334205103,-889.7774334205103,-889.7774334205103,0.0,0.0,0.0,666.6769041630768
2014-03-01,1449.8848081891208,-1829.1335475612864,3031.611432020497,1449.8848081891208,1449.8848081891208,-679.7162520068798,-679.7162520068798,-679.7162520068798,-1.7814044893082883,-1.7814044893082883,-1.7814044893082883,-677.9348475175716,-677.9348475175716,-677.9348475175716,0.0,0.0,0.0,770.168556182241
2014-03-02,1450.0764505143038,-1528.546934526568,3693.3592161419833,1450.0764505143038,1450.0764505143038,-418.6634564577078,-418.6634564577078,-418.6634564577078,145.78373138463982,145.78373138463982,145.78373138463982,-564.4471878423476,-564.4471878423476,-564.4471878423476,0.0,0.0,0.0,1031.412994056596
2014-03-03,1450.2680928394866,-1486.018786629761,4100.244232264203,1450.2680928394866,1450.2680928394866,-47.177954017715415,-47.177954017715415,-47.177954017715415,401.1083336371564,401.1083336371564,401.1083336371564,-448.2862876548718,-448.2862876548718,-448.2862876548718,0.0,0.0,0.0,1403.0901388217712
2014-03-04,1450.4597351646696,-1571.4142420645583,3624.515735635034,1450.4597351646696,1450.4597351646696,-430.0102085674408,-430.0102085674408,-430.0102085674408,-98.72540762306333,-98.72540762306333,-98.72540762306333,-331.2848009443776,-331.2848009443776,-331.2848009443776,0.0,0.0,0.0,1020.4495265972288
2014-03-05,1450.6513774898524,-2321.1596765974186,2971.6975572060496,1450.6513774898524,1450.6513774898524,-1085.8337343027933,-1085.8337343027933,-1085.8337343027933,-870.5608899136741,-870.5608899136741,-870.5608899136741,-215.272844389119,-215.272844389119,-215.272844389119,0.0,0.0,0.0,364.81764318705905
2014-03-07,1451.0346621402182,-947.9517668875237,4310.897097527071,1451.0346621402182,1451.0346621402182,323.9228263251055,323.9228263251055,323.9228263251055,317.2228229613313,317.2228229613313,317.2228229613313,6.7000033637741945,6.7000033637741945,6.7000033637741945,0.0,0.0,0.0,1774.9574884653236
2014-03-10,1451.609589115767,-407.19724877056257,4831.668125941325,1451.609589115767,1451.609589115767,691.7848601130046,691.7848601130046,691.7848601130046,401.1083336371554,401.1083336371554,401.1083336371554,290.67652647584913,290.67652647584913,290.67652647584913,0.0,0.0,0.0,2143.3944492287715
2014-03-11,1451.8012314409496,-925.3628937958749,4332.358288384925,1451.8012314409496,1451.8012314409496,268.24496554908114,268.24496554908114,268.24496554908114,-98.7254076241255,-98.7254076241255,-98.7254076241255,366.9703731732067,366.9703731732067,366.9703731732067,0.0,0.0,0.0,1720.0461969900307
2014-03-14,1452.3761584164984,-411.44530458494586,4798.169085581325,1452.3761584164984,1452.3761584164984,845.6118112681587,845.6118112681587,845.6118112681587,317.222822961357,317.222822961357,317.222822961357,528.3889883068016,528.3889883068016,528.3889883068016,0.0,0.0,0.0,2297.987969684657
2014-03-15,1452.5678007416811,-531.2834752423356,4723.930623766426,1452.5678007416811,1452.5678007416811,556.4773871267918,556.4773871267918,556.4773871267918,-1.7814044895462582,-1.7814044895462582,-1.7814044895462582,558.258791616338,558.258791616338,558.258791616338,0.0,0.0,0.0,2009.045187868473
2014-03-16,1452.7594430668642,-547.0066233998269,4868.419406060064,1452.7594430668642,1452.7594430668642,721.8005258852972,721.8005258852972,721.8005258852972,145.78373138381951,145.78373138381951,145.78373138381951,576.0167945014779,576.0167945014779,576.0167945014779,0.0,0.0,0.0,2174.5599689521614
2014-03-17,1452.951085392047,-342.04559476135495,5045.119460233108,1452.951085392047,1452.951085392047,983.0245573424006,983.0245573424006,983.0245573424006,401.1083336376478,401.1083336376478,401.1083336376478,581.9162237047527,581.9162237047527,581.9162237047527,0.0,0.0,0.0,2435.9756427344473
2014-03-18,1453.1427277172297,-707.8421274922987,4718.178060045772,1453.1427277172297,1453.1427277172297,477.6958567717623,477.6958567717623,477.6958567717623,-98.72540762475042,-98.72540762475042,-98.72540762475042,576.4212643965127,576.4212643965127,576.4212643965127,0.0,0.0,0.0,1930.838584488992
2014-03-19,1453.3343700424127,-1518.5932972980595,3775.3359235938988,1453.3343700424127,1453.3343700424127,-310.37075472919673,-310.37075472919673,-310.37075472919673,-870.5608899133902,-870.5608899133902,-870.5608899133902,560.1901351841934,560.1901351841934,560.1901351841934,0.0,0.0,0.0,1142.963615313216
2014-03-21,1453.7176546927783,-363.55066189709584,4727.654963745507,1453.7176546927783,1453.7176546927783,816.2171230911101,816.2171230911101,816.2171230911101,317.2228229617738,317.2228229617738,317.2228229617738,498.9943001293363,498.9943001293363,498.9943001293363,0.0,0.0,0.0,2269.9347777838884
2014-03-22,1453.909297017961,-720.7182968326565,4541.803948249597,1453.909297017961,1453.909297017961,454.33177614125367,454.33177614125367,454.33177614125367,-1.7814044890737104,-1.7814044890737104,-1.7814044890737104,456.11318063032735,456.11318063032735,456.11318063032735,0.0,0.0,0.0,1908.2410731592147
2014-03-23,1454.100939343144,-549.6631272504201,4800.403223225012,1454.100939343144,1454.100939343144,552.3914173181785,552.3914173181785,552.3914173181785,145.7837313844417,145.7837313844417,145.7837313844417,406.6076859337369,406.6076859337369,406.6076859337369,0.0,0.0,0.0,2006.4923566613224
2014-03-24,1454.2925816683269,-762.6330792937669,4712.8233982564425,1454.2925816683269,1454.2925816683269,752.8468243839308,752.8468243839308,752.8468243839308,401.1083336381401,401.1083336381401,401.1083336381401,351.7384907457908,351.7384907457908,351.7384907457908,0.0,0.0,0.0,2207.1394060522575
2014-03-25,1454.4842239935099,-1020.4331954696067,4460.538508674843,1454.4842239935099,1454.4842239935099,194.0744878441457,194.0744878441457,194.0744878441457,-98.72540762537523,-98.72540762537523,-98.72540762537523,292.79989546952095,292.79989546952095,292.79989546952095,0.0,0.0,0.0,1648.5587118376557
2014-03-26,1454.6758663186927,-1823.1329729865145,3504.9613999539574,1454.6758663186927,1454.6758663186927,-639.471057465776,-639.471057465776,-639.471057465776,-870.5608899136566,-870.5608899136566,-870.5608899136566,231.08983244788053,231.08983244788053,231.08983244788053,0.0,0.0,0.0,815.2048088529167
2014-03-28,1455.0591509690585,-777.7083422830135,4584.126572739954,1455.0591509690585,1455.0591509690585,421.61579680452087,421.61579680452087,421.61579680452087,317.2228229610626,317.2228229610626,317.2228229610626,104.39297384345835,104.39297384345835,104.39297384345835,0.0,0.0,0.0,1876.6749477735793
2014-03-29,1455.2507932942415,-1077.1042831057523,4140.744589355374,1455.2507932942415,1455.2507932942415,39.986970908553516,39.986970908553516,39.986970908553516,-1.7814044895328083,-1.7814044895328083,-1.7814044895328083,41.768375398086306,41.768375398086306,41.768375398086306,0.0,0.0,0.0,1495.237764202795
2014-03-30,1455.4424356194243,-1032.5388490626697,4168.543108854469,1455.4424356194243,1455.4424356194243,126.83325748038061,126.83325748038061,126.83325748038061,145.78373138394096,145.78373138394096,145.78373138394096,-18.950473903560336,-18.950473903560336,-18.950473903560336,0.0,0.0,0.0,1582.2756930998048
2014-03-31,1455.634077944607,-975.5945978202616,4590.936597712442,1455.634077944607,1455.634077944607,324.2684873550689,324.2684873550689,324.2684873550689,401.1083336381392,401.1083336381392,401.1083336381392,-76.8398462830703,-76.8398462830703,-76.8398462830703,0.0,0.0,0.0,1779.9025652996759
2014-04-01,1455.8257202697898,-1464.6481394536274,3691.7641473232284,1455.8257202697898,1455.8257202697898,-229.83536275796854,-229.83536275796854,-229.83536275796854,-98.72540762400523,-98.72540762400523,-98.72540762400523,-131.10995513396327,-131.10995513396327,-131.10995513396327,0.0,0.0,0.0,1225.9903575118212
2014-04-02,1456.0173625949728,-2296.4305805455824,2929.1230713549044,1456.0173625949728,1456.0173625949728,-1051.6771648843405,-1051.6771648843405,-1051.6771648843405,-870.5608899135032,-870.5608899135032,-870.5608899135032,-181.11627497083754,-181.11627497083754,-181.11627497083754,0.0,0.0,0.0,404.3401977106323
2014-04-03,1456.2090049201556,-1453.5366665819226,3910.3743194234075,1456.2090049201556,1456.2090049201556,-119.41398358361423,-119.41398358361423,-119.41398358361423,106.95281404404128,106.95281404404128,106.95281404404128,-226.3667976276555,-226.3667976276555,-226.3667976276555,0.0,0.0,0.0,1336.7950213365414
2014-04-04,1456.4006472453386,-1039.5148945726855,4084.5303392074215,1456.4006472453386,1456.4006472453386,50.6976448508786,50.6976448508786,50.6976448508786,317.2228229603513,317.2228229603513,317.2228229603513,-266.52517810947273,-266.52517810947273,-266.52517810947273,0.0,0.0,0.0,1507.0982920962172
2014-04-05,1456.5922895705214,-1521.7339906313832,3723.1792638699876,1456.5922895705214,1456.5922895705214,-303.1912336194037,-303.1912336194037,-303.1912336194037,-1.781404489991833,-1.781404489991833,-1.781404489991833,-301.4098291294119,-301.4098291294119,-301.4098291294119,0.0,0.0,0.0,1153.4010559511178
2014-04-06,1456.7839318957044,-1204.816913322414,3948.902119770672,1456.7839318957044,1456.7839318957044,-185.205393574251,-185.205393574251,-185.205393574251,145.78373138438198,145.78373138438198,145.78373138438198,-330.989124958633,-330.989124958633,-330.989124958633,0.0,0.0,0.0,1271.5785383214534
2014-04-07,1456.9755742208872,-1134.6093612834675,4073.068029175591,1456.9755742208872,1456.9755742208872,45.735363469551906,45.735363469551906,45.735363469551906,401.10833363786617,401.10833363786617,401.10833363786617,-355.3729701683141,-355.3729701683141,-355.3729701683141,0.0,0.0,0.0,1502.710937690439
2014-04-08,1457.16721654607,-1521.728292666863,3783.5817234590027,1457.16721654607,1457.16721654607,-473.52648252540297,-473.52648252540297,-473.52648252540297,-98.72540762506749,-98.72540762506749,-98.72540762506749,-374.8010749003355,-374.8010749003355,-374.8010749003355,0.0,0.0,0.0,983.640734020667
2014-04-11,1457.7421443570345,-1084.581605813558,4076.1170767018207,1457.7421443570345,1457.7421443570345,-90.14942169272432,-90.14942169272432,-90.14942169272432,317.2228229607683,317.2228229607683,317.2228229607683,-407.37224465349266,-407.37224465349266,-407.37224465349266,0.0,0.0,0.0,1367.5927226643103
2014-04-12,1457.9337869606895,-1598.7612456387924,3704.1881677587303,1457.9337869606895,1457.9337869606895,-413.1943302073865,-413.1943302073865,-413.1943302073865,-1.7814044897707657,-1.7814044897707657,-1.7814044897707657,-411.4129257176158,-411.4129257176158,-411.4129257176158,0.0,0.0,0.0,1044.739456753303
2014-04-13,1458.1254295643444,-1305.5320820252948,3970.9366200305985,1458.1254295643444,1458.1254295643444,-267.2760996766642,-267.2760996766642,-267.2760996766642,145.78373138406238,145.78373138406238,145.78373138406238,-413.05983106072665,-413.05983106072665,-413.05983106072665,0.0,0.0,0.0,1190.8493298876801
2014-04-15,1458.508714771654,-1542.0687932333292,3488.179473089153,1458.508714771654,1458.508714771654,-510.48250396275847,-510.48250396275847,-510.48250396275847,-98.72540762612971,-98.72540762612971,-98.72540762612971,-411.7570963366286,-411.7570963366286,-411.7570963366286,0.0,0.0,0.0,948.0262108088955
2014-04-16,1458.7003573753088,-2669.6931908658125,2707.2353832221575,1458.7003573753088,1458.7003573753088,-1280.632452892355,-1280.632452892355,-1280.632452892355,-870.5608899139897,-870.5608899139897,-870.5608899139897,-410.07156297836536,-410.07156297836536,-410.07156297836536,0.0,0.0,0.0,178.06790448295374
2014-04-18,1459.0836425826185,-1321.3674361768165,3972.0666065886835,1459.0836425826185,1459.0836425826185,-90.2888304682215,-90.2888304682215,-90.2888304682215,317.2228229607941,317.2228229607941,317.2228229607941,-407.51165342901555,-407.51165342901555,-407.51165342901555,0.0,0.0,0.0,1368.794812114397
2014-04-19,1459.2752851862735,-1557.4306619526283,3536.1118937938913,1459.2752851862735,1459.2752851862735,-409.39005570231194,-409.39005570231194,-409.39005570231194,-1.7814044892982557,-1.7814044892982557,-1.7814044892982557,-407.6086512130137,-407.6086512130137,-407.6086512130137,0.0,0.0,0.0,1049.8852294839617
2014-04-20,1459.4669277899281,-1398.3846875454963,3966.945657912087,1459.4669277899281,1459.4669277899281,-263.35661772197193,-263.35661772197193,-263.35661772197193,145.78373138468447,145.78373138468447,145.78373138468447,-409.1403491066564,-409.1403491066564,-409.1403491066564,0.0,0.0,0.0,1196.110310067956
2014-04-21,1459.658570393583,-1341.155712570924,4079.8670717519776,1459.658570393583,1459.658570393583,-11.27353102850636,-11.27353102850636,-11.27353102850636,401.10833363808547,401.10833363808547,401.10833363808547,-412.38186466659187,-412.38186466659187,-412.38186466659187,0.0,0.0,0.0,1448.3850393650766
2014-04-22,1459.8502129972378,-1815.2739735484515,3602.2303348932896,1459.8502129972378,1459.8502129972378,-516.2364586791662,-516.2364586791662,-516.2364586791662,-98.72540762475974,-98.72540762475974,-98.72540762475974,-417.51105105440644,-417.51105105440644,-417.51105105440644,0.0,0.0,0.0,943.6137543180716
2014-04-23,1460.0418556008926,-2269.472447898522,2830.3180039174445,1460.0418556008926,1460.0418556008926,-1295.166830990657,-1295.166830990657,-1295.166830990657,-870.560889913859,-870.560889913859,-870.560889913859,-424.6059410767978,-424.6059410767978,-424.6059410767978,0.0,0.0,0.0,164.87502461023564
2014-04-25,1460.4251408082023,-1410.2257088330828,3813.4838592834058,1460.4251408082023,1460.4251408082023,-127.28879020333991,-127.28879020333991,-127.28879020333991,317.2228229608196,317.2228229608196,317.2228229608196,-444.51161316415954,-444.51161316415954,-444.51161316415954,0.0,0.0,0.0,1333.1363506048624
2014-04-26,1460.6167834118573,-1671.1462167334387,3670.0814351760687,1460.6167834118573,1460.6167834118573,-458.7794536072652,-458.7794536072652,-458.7794536072652,-1.7814044900087112,-1.7814044900087112,-1.7814044900087112,-456.99804911725647,-456.99804911725647,-456.99804911725647,0.0,0.0,0.0,1001.8373298045922
2014-04-28,1461.000068619167,-1173.9833936316033,4230.622326320718,1461.000068619167,1461.000068619167,-84.49942398375042,-84.49942398375042,-84.49942398375042,401.1083336373191,401.1083336373191,401.1083336373191,-485.60775762106954,-485.60775762106954,-485.60775762106954,0.0,0.0,0.0,1376.5006446354166
2014-04-29,1461.1917112228218,-1648.4043101494476,3727.7926635408253,1461.1917112228218,1461.1917112228218,-599.6816428760467,-599.6816428760467,-599.6816428760467,-98.72540762538462,-98.72540762538462,-98.72540762538462,-500.95623525066213,-500.95623525066213,-500.95623525066213,0.0,0.0,0.0,861.5100683467751
2014-04-30,1461.3833538264767,-2511.530182940506,2748.8235910803305,1461.3833538264767,1461.3833538264767,-1386.9628139252056,-1386.9628139252056,-1386.9628139252056,-870.5608899137284,-870.5608899137284,-870.5608899137284,-516.4019240114771,-516.4019240114771,-516.4019240114771,0.0,0.0,0.0,74.42053990127101
2014-05-02,1461.7666390337865,-1385.9688603590052,3888.5815102830397,1461.7666390337865,1461.7666390337865,-228.39620395946682,-228.39620395946682,-228.39620395946682,317.2228229601084,317.2228229601084,317.2228229601084,-545.6190269195753,-545.6190269195753,-545.6190269195753,0.0,0.0,0.0,1233.3704350743196
